Date,Open,High,Low,Close,Volume,Adj Close
2016-04-19,8.14,8.27,7.80,8.12,65500,8.12
2016-04-18,8.23,9.00,8.01,8.05,88700,8.05
2016-04-15,8.34,8.60,8.10,8.23,195700,8.23
2016-04-14,8.53,8.585,8.34,8.51,34800,8.51
2016-04-13,8.65,8.85,8.39,8.48,36300,8.48
2016-04-12,9.13,9.41,8.45,8.59,53900,8.59
2016-04-11,9.05,9.48,8.82,9.18,54300,9.18
2016-04-08,10.04,10.185,8.80,8.90,138200,8.90
2016-04-07,9.67,10.00,9.433,9.72,56100,9.72
2016-04-06,9.87,10.04,9.53,9.74,43200,9.74
2016-04-05,9.64,10.08,9.64,9.97,56300,9.97
2016-04-04,9.57,9.91,9.05,9.64,76800,9.64
2016-04-01,9.74,9.88,9.33,9.65,36700,9.65
2016-03-31,10.04,10.45,9.70,9.73,60300,9.73
2016-03-30,10.08,10.30,9.50,10.00,76100,10.00
2016-03-29,9.95,10.15,9.80,9.93,47800,9.93
2016-03-28,10.302,10.31,9.77,10.04,29000,10.04
2016-03-24,9.93,10.29,9.62,10.22,62500,10.22
2016-03-23,10.50,10.50,9.85,10.07,144700,10.07
2016-03-22,10.55,10.85,10.41,10.59,54400,10.59
2016-03-21,10.08,10.97,10.08,10.56,99600,10.56
2016-03-18,10.36,10.57,9.92,10.00,468600,10.00
2016-03-17,10.33,11.10,10.14,10.45,118400,10.45
2016-03-16,9.56,10.66,9.56,10.33,147600,10.33
2016-03-15,8.93,10.15,8.93,9.75,413500,9.75
2016-03-14,8.84,9.64,8.45,9.02,62800,9.02
2016-03-11,8.78,9.18,8.637,8.91,25500,8.91
2016-03-10,9.42,9.66,8.32,8.66,183900,8.66
2016-03-09,9.88,10.10,9.01,9.34,57500,9.34
2016-03-08,9.72,10.65,8.82,9.85,110100,9.85
2016-03-07,10.19,10.19,9.44,9.82,81400,9.82
2016-03-04,10.79,10.906,10.03,10.27,78200,10.27
2016-03-03,10.72,10.97,10.08,10.76,85400,10.76
2016-03-02,10.15,11.10,10.03,10.73,171600,10.73
2016-03-01,9.54,10.305,9.38,10.22,193600,10.22
2016-02-29,9.89,9.89,9.32,9.36,57700,9.36
2016-02-26,9.54,9.95,9.49,9.92,82200,9.92
2016-02-25,9.55,9.70,9.36,9.52,44400,9.52
2016-02-24,9.16,9.722,8.99,9.59,75200,9.59
2016-02-23,9.53,9.83,9.01,9.24,111700,9.24
2016-02-22,9.76,9.903,8.971,9.61,50200,9.61
2016-02-19,9.68,9.91,9.18,9.56,54800,9.56
2016-02-18,9.49,10.00,9.406,9.72,107600,9.72
2016-02-17,9.72,10.00,9.20,9.49,192000,9.49
2016-02-16,9.66,10.00,8.94,9.59,196800,9.59
2016-02-12,9.36,9.52,9.15,9.51,192500,9.51
2016-02-11,9.23,9.46,9.10,9.29,94200,9.29
2016-02-10,9.42,9.95,9.07,9.39,358000,9.39
2016-02-09,10.34,10.74,8.51,9.37,236500,9.37
2016-02-08,10.13,10.435,9.11,9.98,724900,9.98
